id;parent_id;Наименование;ИмяФайлаИзображения;Свойства;Документация;Новинка;Спецпредложение;Заголовок;Подзаголовок;КлючевыеСлова;Описание;ТекстОптимизации
113108;113105;Гипс строительный;Gips_stroitel_TM_n35_2kg_Smesi.jpg;Область применения: для производства ремонтных работ внутри помещений^Рабочий диапазон температур: от +5 С до +25 С ^Плотность, кг/м3: 1450 ^Примечание: Марка по консистенции - К-2, Адгезия не менее 0,6 МПа, Марка по прочности на сжатие не менее М4 ^Производитель: ПТ ООО ""Тайфун""^Страна изготовитель: РБ;;false;false;;;;;"<h2><strong>Строительный гипс</strong></h2><p>Строительный гипс &ndash; это порошкообразный материал тонкого помола. Его получают из природного гипса с использованием технологии обжига при температуре от 140 до 190 градусов.</p><p>Гипс строительный по большей части выступает основанием для изготовления разнообразных конструкций. Кроме этого его применяют при изготовлении штукатурных растворов, которые применяют при проведении внутренних отделочных работ. При его использовании надо помнить, что этот материал быстро схватывается и соответственно твердеет. Время между укладкой его на место и началом застывания проходит несколько минут.</p><p>При изготовлении штукатурного раствора в гипс добавляют известковое тесто, она замедляет застывание гипса.</p><p>К числу преимуществ этого материала надо непременно сказать о его экологической безопасности. Гипс для строительства обладает свойством впитывать воду, находящуюся в воздухе, при определенных обстоятельствах он может ее отдавать. То есть гипс это дышащий материал и оказывает влияние на формирование комфортного микроклимата в помещении. Строительный гипс стойко воспринимает действие огня.</p><p>В отличие от других вяжущих материалов, гипс при застывании расширяется, это приводит к тому, он заделывает собой микротрещины.</p><p>Довольно часто строительный гипс применяют для производства искусственного камня (мрамора), некоторых марок красок. Кроме этого его вводят в состав теплоизоляционных материалов.</p>"
113112;113105;Грунтовка;Ceresit_CT19_adgezion_gryntovka_Smesi.jpg;Производитель: Henkel^Страна изготовитель: РБ;122289;false;false;;;;;"<h2><strong>Грунтовка</strong></h2><p>Грунтовка &ndash; это материал, который предназначен для обработки поверхностей перед следующей отделочной операцией. Производители выпускают два вида грунтовки:</p><p>&bull; сухую;</p><p>&bull; жидкую.</p><p>Использование этого материала позволяет устранить мелкие дефекты поверхности стен или потолка. Грунтовка, которую можно купить в нашем интернет-магазине позволяет повысить сцепления обработанной поверхности с материалами, которые будут использованы для дальнейшей обработки, например, перед окраской.</p><p>для нанесения грунтовки на стены используют кисть или валик. для обеспечения качества сцепления целесообразно нанести несколько слоев.</p><p>Перед тем как купить грунтовку, потребитель должен понимать, какие именно материалы будут использованы в дальнейшем. Для краски нужен один вид грунтовки, для клея другой.</p><p>Современные виды этого материала обеспечивают надежную защиту поверхностей от плесени и других микроорганизмов, поражающих стены и потолок в помещениях с повышенной влажностью.</p><p><strong>Грунтовка</strong> &ndash; это, по сути, смесь определенных материалов, среди которых могут быть смолы, полимеры, добавки, обеспечивающие быстрое высыхание. От вида основания напрямую зависит цена на грунтовку.</p><p><em>Купить грунтовку можно в нашем интернет-магазине. Наши специалисты имеют достаточную квалификацию и могут проконсультировать покупателя по ее свойствам, составу, цене. Они помогут подобрать именно тот материал, который будет отвечать все требованиям потребителя. Кроме того, при необходимости могут организовать доставку материала в любую точку страны.</em></p>"
113116;113105;Фуга;Fyga_Ceresit_CE40_Silica_Active_Smesi.jpg;Область применения: водостойкая, эластичная, стойкая к загрязнениям композиция для заполнения швов шириной до 8 мм^Цвет: белый^Примечание: эффект «Aquastatic» - капли воды не впитываются в структуру шва^**: формула «MicroProtect» обеспечивает высокую стойкость к грибку и плесени^Производитель: Henkel^Страна изготовитель: РБ;;false;false;;;;;"<h2><strong>Фуга</strong></h2><p>Фуга применяется на заключительном этапе работ по отделке стен плиткой, то при заделке швов. То есть, фуга &ndash; это композиционный материал, который предназначен для обработки швов.</p><p>Этот материал производится в виде сухих смесей или паст, от этого зависит цена на фугу. Сухой удобен в использовании, потому что его можно изготовить малыми порциями, непосредственно перед использованием. В то время как открытую банку необходимо использовать сразу и полностью, в противном случае состав просто засохнет и станет непригодным к использованию. В строительной практике применяют большое количество фуг (затирок). Поэтому, выбирая материал надо уделять должное внимание ее составу. Например, для поверхностей, которые работают в агрессивных средах, среди компонентов фуги должна быть эпоксидная смола. Для тех мест, где возможны деформационные подвижки, целесообразно использовать фугу на основе полимерных материалов.</p><p>Прежде чем купить фугу, потребитель должен знать, а где она будет использоваться, от этого зависит ее состав и стоимость. Фуга востребована при:</p><p>&bull; внутренних и внешних отделочных работах;</p><p>&bull; при строительстве бассейна;</p><p>&bull; при заделке швов между плитками, если не были использованы монтажные крестики.</p><p><em>Жители Минска имеют возможность купить фугу в нашем магазине, консультанты, обладающие достаточной квалификацией, окажут помощь в выборе материала, который удовлетворит все требования покупателя</em>.</p>"
115480;;Трубы медные;;;;false;false;Трубы медные купить в Минске. Цены;;;Трубы медные с доставкой по Минску и Беларуси в магазине bereg.by. Трубы для теплого пола по самым низким ценам. Звоните +375 (17) 279-43-54!;
115513;115480;Трубы медные;;;;false;false;;;;;
103595;;Трубы чугунные для водоснабжения и фасонные части;;;;false;false;Трубы чугунные купить в Минске, трубы из чугуна для водоснабжения недорого;;;"Трубы чугунные для водоснабжения можно приобрести на сайте ЗАО ""Чистый берег"". Поставляем только качественные трубы из чугуна по доступной цене от лучших производителей.";
105351;103595;Трубы чугунные для водоснабжения;tryba_vchshg.jpg;Материал: высокопрочный чугун с шаровидным графитом^Покрытие: наружное лаковое, внутренне цементное^Область применения: водоснабжение, канализация, отопление^Тип присоединения: раструб^Длина, м: 6^Ру, МПа: 2,5^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: ОАО ЛМЗ Свободный сокол^Страна изготовитель: Россия;12242,122225,123318;false;false;;;;;
105352;103595;Фасонные части к трубам ВЧШГ;Otvod_VCHSHG_dlya_vodosnab_45litoj.jpg;;;false;false;;;;;
104128;105352;Муфта надвижная ВЧШГ для водоснабжения;Myfta_nadvig_VCHSHG_dlya_vodosnab.jpg;Материал: высокопрочный чугун с шаровидным графитом^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Покрытие: наружное лаковое и внутреннее цементное^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: Валок-чугун^Страна изготовитель: Россия;121101;false;false;;;;;
104087;105352;Отвод ВЧШГ для водоснабжения;Otvod_VCHSHG_dlya_vodosnab_45litoj.jpg;Материал: высокопрочный чугун с шаровидным графитом^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: ОАО ЛМЗ Свободный сокол^Страна изготовитель: Россия;12754,123318,123259,122375,123638;false;false;;;;;
104091;105352;Раструб двойной ВЧШГ для водоснабжения;Rastrub_dvojnoj_DR.jpg;Материал: высокопрочный чугун с шаровидным графитом^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: ОАО ЛМЗ Свободный сокол^Страна изготовитель: Россия;12773;false;false;;;;;
104080;105352;Колено раструбное ВЧШГ для водоснабжения;Koleno_rastrub_VCHSHG_dlya_vodosnab.jpg;Материал: высокопрочный чугун с шаровидным графитом^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: ОАО ЛМЗ Свободный сокол^Страна изготовитель: Россия;122375,12734;false;false;;;;;
104162;105352;Кольца резиновые уплотнительные ВЧШГ для водоснабжения;Kolco_rezin_yplotnit_VCHSHG_dlya_vodosnab.jpg;Материал: резина^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более^Производитель: Валок-чугун^Страна изготовитель: Россия;122420,123259,122211,123318,122212,123764;false;false;;;;;
104095;105352;Патрубок ВЧШГ для водоснабжения;Patrubok_VCHSHG_dlay_vadosnab.jpg;Материал: высокопрочный чугун с шаровидным графитом^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более;12541,123259,123318;false;false;;;;;
104105;105352;Тройник раструбный ВЧШГ для водоснабжения;Troinik_rastrubnyi_VCHSHG_dlya_vodosnab.jpg;Материал: чугун^Покрытие: наружное лаковое и внутреннее цементное^Область применения: водоснабжение, канализация, теплоснабжение^Тип присоединения: раструб без уплотнения/фланец^Ру, МПа: 1,0 - 1,6^Температура окруж. среды: до -60 С^Срок службы, лет: 80 лет и более;;false;false;;;;;
103597;103595;Фасонные части чугунные фланцевые;Myfta_flanc_chygyn.jpg;;;false;false;;;;;
108624;103597;Воронка чугунная водоприемная М-100;Voronka_chugyn_vodopriemnaya_Kolenkor97.jpg;Материал: чугун^Область применения: для устройства внутреннего водостока дождевых и талых вод с кровель жилых, промышленных зданий^Комплектация: труба М-001 цилиндрической формы, поддон М-002, решетка М-003^Регламентирующий документ: ТУ РБ 101281154.003-2011^Срок службы, лет: 25^Производитель: Коленкор-97^Страна изготовитель: РБ;12780,121631,121632,122130,122779,12812,121633,122963,123775;false;false;;;;;
105387;103597;Муфты ремонтные;Mufta_remont_9112_Jafar.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: серый^Ру, МПа: 1,6^Примечание: для стальных труб^Производитель: JAFAR^Страна изготовитель: Польша;12235;false;false;;;;;
108895;103597;Муфта-фланец RK;Myfta_chug_flanc_RK9104_Truby_chugun_dlya_vodosn_fas_chasti.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^t мах, °С: 70^Производитель: JAFAR^Страна изготовитель: Польша;12262,12263,121086;false;false;;;;;
108896;103597;Муфта-фланец для ПЭ и ПВХ;Myfta_flanc_chygyn.jpg;Материал: серый чугун^Среда: вода^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^t мах, °С: 70^Производитель: JAFAR^Страна изготовитель: Польша;12261;false;false;;;;;
108894;103597;Муфта соедин. для гладких концов труб RR;Myfta_chug_obgim_RR9102_Truby_chugun_dlya_vodosnsb_fas_chasti.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^t мах, °С: 70;12333;false;false;;;;;
105376;103597;Редукция;Redukciya_flanc_FFR_Truby_chugun_vodosnab.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;122931;false;false;;;;;
103563;103597;Тройники чугунные фланцевые;Troiniki.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;121084,12398;false;false;;;;;
109686;103597;Тройник Т  GG25;Trojnik_chygyn_T_GG25_BOHAMET_ARMATURA_Vodosn.jpg;Материал: серый чугун^Область применения: для трубопроводов наружных сетей и внутр. систем хол. водоснабжения и канализации^Ру, МПа: 1,0^Производитель: BOHAMET-ARMATURA^Страна изготовитель: Польша;;false;false;;;;;
109678;103597;Редукция FFR  GG25;Redukciya_flanc_FFR_Truby_chugun_vodosnab.jpg;Материал: серый чугун^Область применения: для трубопроводов наружных сетей и внутр. систем хол. водоснабжения и канализации^Ру, МПа: 1,0^Производитель: BOHAMET-ARMATURA^Страна изготовитель: Польша;122931;false;false;;;;;
107987;103597;Вантузы чугунные аэрационные;Vantuzy_aerocion_Nikopol_Truby_chug_vodosn.jpg;Материал корпуса: чугун СЧ18^Материал шара: береза 1 сорт, резина Т12.6.Д2.3.1^Среда: вода^Область применения: для авт.удаления воздуха при его накоплении, для его авт. впуска при образ-и вакуума в сист. водосн.^Тип присоединения: фланец^Ру, МПа: 1,6^t мах, °С: 90^Производитель: М-ЛИТ^Страна изготовитель: Украина;121312,123714,123860;false;false;;;;;
107988;103597;Клапаны воздушные Jafar 7010;Klapan_vozdysh_jafar.jpg;Материал корпуса: серый чугун^Среда: питьевая вода, неагрессивные среды^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^t мах, °С: 70^Примечание: установка только в вертикальном положении^Производитель: JAFAR^Страна изготовитель: Польша;12264;false;false;;;;;
109019;103597;Фланцы чугунные переходные Арт. 563/XR;Flanec_perexod_563XR_Truby_chugun_vodosnab.jpg;Материал: высокопрочный чугун (ВЧШГ)^Область применения: системы водоснабжения, неагрессивные стоки^Покрытие: эпоксидное антикоррозийное покрытие^Ру, МПа: 1,0/1,6^Производитель: MATERBUD^Страна изготовитель: ПОЛЬША;12963;false;false;;;;;
103598;103597;Отводы чугунные фланцевые;Otvody_chygyn.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Производитель: Metalpol^Страна изготовитель: Польша;121091;false;false;;;;;
103599;103597;Заглушки чугунные фланцевые;Zaglyshki.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;;false;false;;;;;
103600;103597;Крестовины чугунные фланцевые;Krestoviny.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;;false;false;;;;;
103601;103597;Переходы чугунные фланцевые;Perexody.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;121085,122931;false;false;;;;;
103602;103597;Седла;Sedla.jpg;Материал: серый чугун^Область применения: строительство водопроводных сетей, системы транспортировки нейтральных сред^Цвет: голубой^Ру, МПа: 1,6^Страна изготовитель: Польша;121103,121102;false;false;;;;;
109578;;Трубы PE-X Giacoqest (Италия);;;;false;false;Трубы PE-X Giacoqest купить в Минске. Цены;;;Трубы канализационные PE-X Giacoqest с доставкой по Минску и Беларуси в магазине bereg.by. Трубы PE-X Giacoqest для систем водоснабжения по самым низким ценам!;"<img src=""/i/photo/catalog/tryba_pex_b_giacomini.jpg"" alt=""трубы PE-X Giacoqest "" align=""right"" border=""0px"" width=""200""><p><strong>Трубы PE-X Giacoqest</strong> от итальянского производителя Giacomini Spa используются в системах отопления, водоснабжения и теплого пола. Материал не боится загибов и заломов. Благодаря такой функции как «молекулярная память», трубы этого производителя легко восстанавливают первоначальную форму. </p>Преимущества труб Giacoqest<p>Особенностями трубы этого итальянского бренда является малый вес. Что помогает облегчить процесс их монтажа. Из других преимуществ отметим:</p><ul><li><b>Экономичность</b>. Возможность сгибания трубы при монтаже, для создания на ее основе систем отопления, понадобится минимальное количество фитингов. </li><li><b>Экологичность</b>. Использование этих труб в помещении не вызывает аллергию. Практически не влияют на движение воздушных масс. </li><li><b>Привлекательный внешний вид</b>. Системы напольного отопления, созданные с помощью такой трубы, обладают аккуратным внешним видом. Их можно использовать как в жилых, так и общественных местах. </li><li><b>Не проводят ток</b>. Не накапливают статическое электричество и проводят блуждающие токи.</li> <li><b>Быстрый монтаж</b>. Фитинги специальной конструкции обеспечат быстрое и надежное соединение труб Giacoqest.</li> <h2>Сфера использования</h2></ul><p>Трубы Giacoqest отвечают всем требованиям европейских производителей сантехнической продукции. Широкий ассортимент такой продукции позволит подобрать решения для любого объекта. Эти трубы из полиэтилена высокой прочности хорошо себя зарекомендовали при создании системы отопления.</p><p>Широко используются трубы этого итальянского бренда в системах водяного теплого пола. Благодаря их стойкости к заломам и перегибам, они могут обеспечить высокую надежность «теплых полов» достаточно продолжительное время.</p><p>Магазин «Чистый берег» является партнером итальянской компании Giacomini Spa. Благодаря этому, мы можем предоставить лучшие цены на трубы Giacoqest на рынке Беларуси. Если у вас остались вопросы или вы хотите получить консультацию по другой продукции нашего магазина звоните по указанным телефонным номерам. Наши менеджеры с удовольствием помогут вам подобрать оптимальное решение.</p>"
107528;109578;Коллекторы для обжимного соединения;Kollektor_3vyxoda_1vxod.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107519;109578;Трубы;tryba_pex_b_giacomini.jpg;;;false;false;Трубы pe-x giacoqest;;;Продажа  трубы pe-x giacoqest, большой выбор широкий ассортимент и приятные цены. Звоните и заказывайте на нашем сайте. +375 (17) 279-43-54;"<div style=""text-align: justify""><p>Трубы PE-X Giacoqest используются для систем водоснабжения, отопления. Они не склонны к надломам, перегибам.</p> <p>Труба Giacoqest при нагревании восстанавливает свою форму. Также она обладает другими достоинствами: <ul><li>экологичность. Изделия отлично комбинируются с газовыми котлами, тепловыми насосами, солнечными батареями;</li> <li>обеспечивает тепловой комфорт;</li> <li>не проводит статическое электричество;</li> <li>шероховаты, что не позволяет образовываться налету;</li> <li>имеет высокий коэффициент теплопроводности.</li></ul></p> <p>Трубы PE-X Giacoqest устойчивы к повреждениям, невосприимчивы к агрессивной среде. Они не тяжёлые, что значительно сокращает затраты на их перевозку. Приобретая эти трубы, Вы получаете гарантию и ряд преимуществ.</p><p>Купить трубы PE-X Giacoqest Вы можете в магазине «Центр сантехника». Мы предлагаем недорогие, проверенные изделия для создания долговечной системы водоснабжения!</p></div>"
107520;107519;Трубы PE-X;tryba_pex_b_giacomini.jpg;Материал корпуса: сшитый полиэтилен (PEX-B)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Тип присоединения: фитинги^Ру, МПа: 1,0^t мах, °С: 110^Примечание: цена за 1 м.п.^**: трубы поставляются в отрезках - кратно 10м и бухтах^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107521;107519;Труба PE-X с антикислородным барьером;tryba_pex_b_giacomini.jpg;Материал корпуса: сшитый полиэтилен (PEX-B)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Тип присоединения: фитинги^t мах, °С: 110^Ру, МПа: 1,0^Примечание: цена за 1 м.п.^**: трубы поставляются в отрезках - кратно 10м и бухтах^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107532;109578;Краны, клапаны;Kran_shar_soedinit_babochka_Truby_PEX_Giacoqest.jpg;;;false;false;;;;;
107540;107532;Кран шаровый с соединителями рычаг PEX;Kran_shar_soedinit_ruchag_Truby_PEX_Giacoqest.jpg;Материал корпуса: латунь^Среда: холодная и горячая вода^Область применения: для перекрытия раб. среды в трубопроводах внутр. систем хол., гор. водоснабжения, отопления^Тип присоединения: под сварку, резьба^Способ управления: ручной^Ру, МПа: 1,6^t мах, °С: 110^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107543;107532;Кран отсечной для прессованного соединения;Kran_otsech_dlya_press_soedin_Truby_PEX_Giacoqest.jpg;Материал корпуса: латунь^Среда: холодная и горячая вода^Область применения: для перекрытия раб. среды в трубопроводах внутр. систем хол., гор. водоснабжения, отопления^Тип присоединения: под сварку, резьба^Способ управления: ручной^Ру, МПа: 1,6^t мах, °С: 110^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107536;107532;Кран шаровый с соединителями бабочка PEX;Kran_shar_soedinit_babochka_Truby_PEX_Giacoqest.jpg;Материал корпуса: латунь^Среда: холодная и горячая вода^Область применения: для перекрытия раб. среды в трубопроводах внутр. систем хол., гор. водоснабжения, отопления^Тип присоединения: под сварку, резьба^Способ управления: ручной^Ру, МПа: 1,6^t мах, °С: 110^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107545;109578;Инструменты;Instrument_udal_obgim_kolec_PEX_Giacoqest.jpg;;;false;false;;;;;
107553;107545;Калибр контрольный;Kalibr_kontrolnyj_Truby_PEX_Giacoqest.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107556;107545;Инструмент для удаления обжимных колец;Instrument_udal_obgim_kolec_PEX_Giacoqest.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
107558;107545;Обжимные щипцы;Obgimnye_schipcy_Truby_PEX_Giacoqest.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
7443;109578;Фитинги;t_obraznij_perehodnik_pex_giacomini.jpg;;;false;false;;;;;
107525;7443;Переходники;Perexodnik_dlya_plastik_truby_GZ179Y042_Giacoqest.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108763;7443;Тройник с изогнутой трубкой;trojnik_izognytaja_hrom_trybka_pex.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108764;7443;Тройник соединительный;t_obraznij_fiting_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Страна изготовитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108766;7443;Тройник соединительный с наружной резьбой;t_obraznij_fiting_nar_rezba_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108765;7443;Тройник соединительный переходной;t_obraznij_perehodnik_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108770;7443;Соединитель угловой с наружной резьбой;yglovoj_fiting_90_nr_pex.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108768;7443;Соединитель угловой с внутренней резьбой;Yglovoi_fiting_90_s_vnytr_rezboi_GZ.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108769;7443;Соединитель угловой с ВР и креплением;uglovoj_fiting_vodorozetka_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
101009;7443;Заглушки;zaglyshka_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
101014;7443;Обжимное кольцо;obgimnoe_kolco_pex.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
101019;7443;Отводы;otvod_hromirovannij_90_pex.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108762;7443;Соединитель прямой;prjamoj_fiting_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108759;7443;Соединитель переходной;prjamoj_fiting_perehodnik_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
108760;7443;Соединитель с наружной резьбой;prjamoj_fiting_nar_rezba_pex_giacomini.jpg;Материал корпуса: латунь (без примесей свинца)^Среда: холодная и горячая вода^Область применения: для систем водоснабжения, отопления и тёплого пола^Ру, МПа: 2,0^t мах, °С: 110 при P10^Производитель: Giacomini^Страна изготовитель: Италия;;false;false;;;;;
